Country,Age,YearsCode,EdLevel,WorkExp,Currency,CompTotal,ConvertedCompYearly,Rate,gini_index,Human Development Index (HDI) ,Expected years of schooling,Mean years of schooling,HDI rank
United States,29,6,4,5.0,USD,82000.0,82000.0,1.0,41.5,0.927,16.4,13.6,21.0
Mexico,29,13,5,8.0,MXN,1550000.0,88736.0,17.1,45.4,0.781,14.5,9.2,83.0
Peru,39,25,7,18.0,PEN,60000.0,16300.0,3.7,43.8,0.762,14.8,10.0,86.0
India,29,7,5,3.0,INR,28000.0,339.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,39,22,4,20.0,USD,220000.0,220000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,4,5,3.0,INR,300000.0,3635.0,83.0,35.7,0.644,12.6,6.6,135.0
Sri Lanka,29,6,3,2.0,LKR,600000.0,2065.0,320.0,39.3,0.78,13.6,11.2,76.0
India,39,18,5,14.0,INR,4500000.0,54526.0,83.0,35.7,0.644,12.6,6.6,135.0
Finland,29,15,3,5.0,EUR,68000.0,72821.0,0.93,27.7,0.942,19.2,12.9,11.0
United States,49,40,3,25.0,USD,188158.0,188158.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,13,5,1.0,USD,173000.0,173000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,21,5,5,0.0,INR,144000.0,1745.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,29,7,5,2.0,USD,95000.0,95000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,18,5,13.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
Belarus,39,21,5,15.0,USD,1800.0,1800.0,1.0,24.4,0.801,14.0,12.2,65.0
United States,49,24,5,23.0,USD,144000.0,144000.0,1.0,41.5,0.927,16.4,13.6,21.0
Nepal,21,3,5,1.0,NPR,476000.0,3608.0,132.0,32.8,0.601,12.6,4.5,149.0
India,21,6,3,3.0,INR,420000.0,5089.0,83.0,35.7,0.644,12.6,6.6,135.0
India,29,10,5,4.0,INR,500000.0,6058.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,39,6,6,15.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
Greece,49,26,6,22.0,EUR,50000.0,53545.0,0.93,33.1,0.893,20.0,11.4,33.0
Jordan,29,11,5,6.0,JOD,28757.0,40465.0,0.71,33.7,0.736,12.6,10.4,98.0
Switzerland,21,7,5,1.0,CHF,55000.0,60619.0,0.9,33.1,0.967,16.6,13.9,1.0
United States,39,13,3,10.0,USD,190000.0,190000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,26,7,10.0,EUR,63000.0,67466.0,0.93,31.7,0.95,17.3,14.3,7.0
India,21,7,5,2.0,INR,800000.0,9694.0,83.0,35.7,0.644,12.6,6.6,135.0
Thailand,29,6,5,2.0,THB,315000.0,9058.0,35.5,35.0,0.803,15.6,8.8,69.0
Germany,39,19,2,18.0,EUR,80000.0,85672.0,0.93,31.7,0.95,17.3,14.3,7.0
Austria,39,22,0,22.0,EUR,87000.0,93168.0,0.93,30.2,0.926,16.4,12.3,22.0
Belgium,29,8,6,2.0,EUR,43000.0,46049.0,0.93,27.2,0.942,18.9,12.5,13.0
India,21,5,5,2.0,INR,650000.0,7876.0,83.0,35.7,0.644,12.6,6.6,135.0
United Kingdom,29,10,5,8.0,GBP,106000.0,131586.0,0.81,35.1,0.94,17.6,13.4,17.0
France,29,3,5,1.0,EUR,22500.0,24095.0,0.93,32.4,0.91,16.0,11.7,27.0
Denmark,29,22,5,15.0,DKK,790000.0,113590.0,6.92,27.7,0.952,18.8,13.0,8.0
India,29,7,5,2.0,INR,525000.0,6361.0,83.0,35.7,0.644,12.6,6.6,135.0
Netherlands,29,8,5,2.0,EUR,40000.0,42836.0,0.93,29.2,0.946,18.6,12.6,11.0
United Kingdom,39,26,5,16.0,GBP,160000.0,198621.0,0.81,35.1,0.94,17.6,13.4,17.0
Hungary,29,11,5,10.0,EUR,62400.0,66824.0,0.93,30.0,0.851,15.1,12.2,46.0
United States,59,21,5,19.0,USD,206000.0,206000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,11,5,6.0,INR,2700000.0,32716.0,83.0,35.7,0.644,12.6,6.6,135.0
Sri Lanka,29,7,5,4.0,LKR,5000000.0,17209.0,320.0,39.3,0.78,13.6,11.2,76.0
Italy,39,21,4,9.0,EUR,30000.0,32127.0,0.93,35.2,0.906,16.7,10.7,30.0
Australia,29,10,6,5.0,AUD,120000.0,79325.0,1.55,34.3,0.946,21.1,12.7,5.0
United States,21,8,5,1.0,USD,103300.0,103300.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,29,11,5,7.0,GBP,60000.0,74483.0,0.81,35.1,0.94,17.6,13.4,17.0
Sri Lanka,29,9,3,5.0,LKR,1760000.0,6058.0,320.0,39.3,0.78,13.6,11.2,76.0
Germany,29,13,6,4.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
India,21,7,5,2.0,INR,1300000.0,15752.0,83.0,35.7,0.644,12.6,6.6,135.0
Portugal,29,15,5,14.0,EUR,60000.0,64254.0,0.93,32.8,0.874,16.8,9.6,39.0
Germany,39,21,7,13.0,EUR,110000.0,117798.0,0.93,31.7,0.95,17.3,14.3,7.0
Australia,39,21,7,8.0,AUD,300000.0,198312.0,1.55,34.3,0.946,21.1,12.7,5.0
France,39,23,6,23.0,EUR,100000.0,107090.0,0.93,32.4,0.91,16.0,11.7,27.0
Switzerland,29,5,6,3.0,CHF,100000.0,110216.0,0.9,33.1,0.967,16.6,13.9,1.0
United Kingdom,49,39,6,25.0,GBP,42000.0,52138.0,0.81,35.1,0.94,17.6,13.4,17.0
Spain,39,29,7,15.0,EUR,60000.0,64254.0,0.93,34.3,0.911,17.8,10.6,28.0
United Kingdom,49,3,7,1.0,GBP,32700.0,40593.0,0.81,35.1,0.94,17.6,13.4,17.0
Ukraine,39,23,6,17.0,USD,85000.0,85000.0,1.0,25.6,0.734,13.3,11.1,86.0
Germany,29,22,6,12.0,EUR,53000.0,56757.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,26,6,21.0,EUR,65000.0,69608.0,0.93,31.7,0.95,17.3,14.3,7.0
Australia,39,21,5,22.0,AUD,170000.0,112377.0,1.55,34.3,0.946,21.1,12.7,5.0
Germany,39,11,6,9.0,EUR,73000.0,78175.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,49,46,6,35.0,EUR,180000.0,192761.0,0.93,31.7,0.95,17.3,14.3,7.0
Finland,39,16,3,14.0,EUR,64800.0,69394.0,0.93,27.7,0.942,19.2,12.9,11.0
Germany,29,16,6,3.0,EUR,74000.0,79246.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,13,7,7.0,EUR,95000.0,101735.0,0.93,31.7,0.95,17.3,14.3,7.0
Sweden,39,16,6,15.0,SEK,700000.0,64499.0,11.0,29.3,0.952,19.0,12.7,5.0
Germany,29,8,6,6.0,EUR,78000.0,83530.0,0.93,31.7,0.95,17.3,14.3,7.0
Australia,49,29,2,27.0,AUD,240000.0,158649.0,1.55,34.3,0.946,21.1,12.7,5.0
Poland,39,4,5,1.0,PLN,66000.0,15791.0,4.3,30.2,0.881,15.9,13.2,35.0
Germany,29,19,0,13.0,EUR,170000.0,182052.0,0.93,31.7,0.95,17.3,14.3,7.0
India,29,7,5,6.0,INR,2700000.0,32716.0,83.0,35.7,0.644,12.6,6.6,135.0
Hungary,21,6,5,2.0,HUF,7200000.0,20883.0,358.0,30.0,0.851,15.1,12.2,46.0
Italy,39,21,2,15.0,EUR,70000.0,74963.0,0.93,35.2,0.906,16.7,10.7,30.0
Germany,29,14,6,6.0,EUR,62000.0,66396.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,29,13,6,6.0,GBP,47750.0,59276.0,0.81,35.1,0.94,17.6,13.4,17.0
United Kingdom,29,17,5,9.0,GBP,50000.0,62069.0,0.81,35.1,0.94,17.6,13.4,17.0
Australia,49,33,7,28.0,AUD,130000.0,85935.0,1.55,34.3,0.946,21.1,12.7,5.0
Thailand,29,12,5,5.0,THB,35308.0,1015.0,35.5,35.0,0.803,15.6,8.8,69.0
Hungary,39,15,6,1.0,HUF,22100000.0,64099.0,358.0,30.0,0.851,15.1,12.2,46.0
Nigeria,21,5,5,3.0,NGN,200000.0,433.0,760.0,35.1,0.548,10.5,7.6,162.0
Switzerland,29,14,5,11.0,CHF,135000.0,148792.0,0.9,33.1,0.967,16.6,13.9,1.0
Lithuania,39,24,5,20.0,EUR,64000.0,68537.0,0.93,35.3,0.879,16.4,13.5,36.0
Kazakhstan,29,4,6,2.0,KZT,1000000.0,2234.0,463.0,27.8,0.802,14.8,12.4,65.0
Nigeria,21,8,5,5.0,NGN,1200000.0,2599.0,760.0,35.1,0.548,10.5,7.6,162.0
Switzerland,29,9,6,8.0,CHF,92000.0,101399.0,0.9,33.1,0.967,16.6,13.9,1.0
France,29,14,6,6.0,EUR,43000.0,46049.0,0.93,32.4,0.91,16.0,11.7,27.0
Germany,49,31,3,30.0,EUR,75000.0,80317.0,0.93,31.7,0.95,17.3,14.3,7.0
Netherlands,29,7,6,3.0,EUR,65000.0,69608.0,0.93,29.2,0.946,18.6,12.6,11.0
Israel,29,8,5,7.0,ILS,450.0,120.0,3.8,38.6,0.915,15.0,13.4,26.0
Bangladesh,29,13,5,6.0,BDT,2340000.0,21755.0,109.5,32.4,0.67,11.9,7.4,130.0
India,29,0,5,10.0,INR,2500000.0,30292.0,83.0,35.7,0.644,12.6,6.6,135.0
Cyprus,29,15,6,10.0,EUR,63500.0,68002.0,0.93,31.2,0.907,16.2,12.4,29.0
India,21,10,5,2.0,INR,1700000.0,20599.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,29,11,2,10.0,EUR,65000.0,69608.0,0.93,31.7,0.95,17.3,14.3,7.0
Montenegro,29,9,6,6.0,EUR,65000.0,69608.0,0.93,36.8,0.844,15.1,12.6,49.0
United States,29,11,5,3.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,14,5,7.0,EUR,83000.0,88884.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,59,34,3,33.0,GBP,90000.0,111724.0,0.81,35.1,0.94,17.6,13.4,17.0
Belgium,59,36,7,27.0,EUR,60000.0,64254.0,0.93,27.2,0.942,18.9,12.5,13.0
India,21,7,5,2.0,INR,1500000.0,18175.0,83.0,35.7,0.644,12.6,6.6,135.0
Finland,29,12,6,7.0,EUR,40000.0,42836.0,0.93,27.7,0.942,19.2,12.9,11.0
Indonesia,29,11,5,6.0,EUR,100000.0,107090.0,0.93,37.9,0.713,14.0,8.6,113.0
Germany,29,8,2,6.0,EUR,48000.0,51403.0,0.93,31.7,0.95,17.3,14.3,7.0
Tunisia,21,8,6,1.0,TND,18.0,6.0,3.1,32.8,0.732,14.6,8.0,101.0
Poland,39,15,6,11.0,PLN,300000.0,71779.0,4.3,30.2,0.881,15.9,13.2,35.0
Bangladesh,29,6,5,3.0,BDT,520000.0,4834.0,109.5,32.4,0.67,11.9,7.4,130.0
Spain,39,21,5,12.0,EUR,37000.0,39623.0,0.93,34.3,0.911,17.8,10.6,28.0
Slovenia,49,31,6,11.0,EUR,100000.0,107090.0,0.93,24.4,0.926,17.4,12.9,24.0
Syrian Arab Republic,21,7,5,1.0,USD,2000.0,2000.0,1.0,35.8,0.557,7.4,5.7,157.0
United Kingdom,29,11,5,1.0,GBP,41000.0,50897.0,0.81,35.1,0.94,17.6,13.4,17.0
Bulgaria,49,26,6,25.0,BGN,95000.0,52005.0,1.82,40.3,0.799,13.9,11.4,70.0
India,21,4,5,1.0,INR,500000.0,6058.0,83.0,35.7,0.644,12.6,6.6,135.0
Italy,29,9,6,3.0,EUR,50000.0,53545.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,59,41,5,36.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,29,12,6,6.0,EUR,70000.0,74963.0,0.93,35.2,0.906,16.7,10.7,30.0
Netherlands,21,10,5,3.0,EUR,52000.0,55687.0,0.93,29.2,0.946,18.6,12.6,11.0
Indonesia,29,7,5,5.0,IDR,71500000.0,4814.0,15350.0,37.9,0.713,14.0,8.6,113.0
Spain,39,21,2,20.0,EUR,150000.0,160634.0,0.93,34.3,0.911,17.8,10.6,28.0
India,21,2,5,1.0,INR,600000.0,7270.0,83.0,35.7,0.644,12.6,6.6,135.0
India,29,8,5,6.0,INR,1000000.0,12117.0,83.0,35.7,0.644,12.6,6.6,135.0
Morocco,29,14,6,8.0,MAD,30000.0,2956.0,10.2,39.5,0.698,14.6,6.1,122.0
Spain,39,16,3,18.0,USD,120000.0,120000.0,1.0,34.3,0.911,17.8,10.6,28.0
Spain,29,10,5,5.0,EUR,80000.0,85672.0,0.93,34.3,0.911,17.8,10.6,28.0
Germany,0,14,6,10.0,EUR,67000.0,71750.0,0.93,31.7,0.95,17.3,14.3,7.0
Ireland,39,13,5,10.0,EUR,65000.0,69608.0,0.93,30.6,0.95,19.1,11.7,9.0
United Arab Emirates,39,16,6,12.0,AED,400000.0,108874.0,3.67,26.0,0.937,17.2,12.8,17.0
Germany,39,31,3,18.0,EUR,59000.0,63183.0,0.93,31.7,0.95,17.3,14.3,7.0
India,29,5,5,2.0,INR,420000.0,5089.0,83.0,35.7,0.644,12.6,6.6,135.0
Spain,29,15,5,12.0,EUR,120000.0,128507.0,0.93,34.3,0.911,17.8,10.6,28.0
Nigeria,29,10,5,7.0,USD,84000.0,84000.0,1.0,35.1,0.548,10.5,7.6,162.0
France,39,20,6,15.0,EUR,45000.0,48190.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,39,23,5,16.0,USD,92000.0,92000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,39,8,5,6.0,GBP,72000.0,89379.0,0.81,35.1,0.94,17.6,13.4,17.0
Netherlands,29,4,6,2.0,EUR,50000.0,53545.0,0.93,29.2,0.946,18.6,12.6,11.0
Switzerland,29,21,6,6.0,CHF,160000.0,176346.0,0.9,33.1,0.967,16.6,13.9,1.0
Spain,39,19,6,13.0,EUR,42000.0,44978.0,0.93,34.3,0.911,17.8,10.6,28.0
India,21,4,5,1.0,INR,750000.0,9088.0,83.0,35.7,0.644,12.6,6.6,135.0
United Kingdom,29,15,5,14.0,GBP,95000.0,117931.0,0.81,35.1,0.94,17.6,13.4,17.0
United Kingdom,39,9,6,3.0,GBP,30000.0,37241.0,0.81,35.1,0.94,17.6,13.4,17.0
Sweden,39,25,6,18.0,SEK,720000.0,66342.0,11.0,29.3,0.952,19.0,12.7,5.0
Spain,49,21,6,25.0,EUR,56000.0,59970.0,0.93,34.3,0.911,17.8,10.6,28.0
Denmark,39,24,6,23.0,DKK,810000.0,116466.0,6.92,27.7,0.952,18.8,13.0,8.0
France,49,35,6,26.0,EUR,72500.0,77640.0,0.93,32.4,0.91,16.0,11.7,27.0
Poland,29,8,6,3.0,USD,82500.0,82500.0,1.0,30.2,0.881,15.9,13.2,35.0
Denmark,49,21,5,20.0,DKK,780000.0,112152.0,6.92,27.7,0.952,18.8,13.0,8.0
Serbia,39,18,6,12.0,RSD,7800000.0,71269.0,109.0,34.5,0.805,14.5,11.5,60.0
Germany,21,9,2,5.0,EUR,65000.0,69608.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,49,36,6,27.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,16,3,15.0,EUR,75000.0,80317.0,0.93,31.7,0.95,17.3,14.3,7.0
Austria,39,22,6,19.0,EUR,100000.0,107090.0,0.93,30.2,0.926,16.4,12.3,22.0
Israel,21,7,3,4.0,ILS,353400.0,94456.0,3.8,38.6,0.915,15.0,13.4,26.0
Azerbaijan,29,5,5,3.0,USD,30000.0,30000.0,1.0,26.6,0.76,12.7,10.6,95.0
Germany,29,13,5,6.0,EUR,100000.0,107090.0,0.93,31.7,0.95,17.3,14.3,7.0
Switzerland,39,5,6,16.0,CHF,1.0,1.0,0.9,33.1,0.967,16.6,13.9,1.0
Netherlands,21,7,5,2.0,EUR,42000.0,44978.0,0.93,29.2,0.946,18.6,12.6,11.0
India,29,6,6,5.0,INR,500000.0,6058.0,83.0,35.7,0.644,12.6,6.6,135.0
Hungary,29,6,5,3.0,HUF,16000000.0,46406.0,358.0,30.0,0.851,15.1,12.2,46.0
Canada,39,21,5,15.0,CAD,300000.0,223054.0,1.36,33.3,0.935,16.0,13.9,16.0
Brazil,49,30,3,27.0,BRL,500000.0,101438.0,5.01,48.9,0.76,15.6,8.3,84.0
Germany,29,12,3,3.0,EUR,43200.0,46263.0,0.93,31.7,0.95,17.3,14.3,7.0
Uzbekistan,29,7,5,6.0,UZS,240000000.0,20996.0,12000.0,35.3,0.727,12.0,11.9,105.0
Israel,29,7,2,6.0,ILS,470000.0,125621.0,3.8,38.6,0.915,15.0,13.4,26.0
France,49,16,5,10.0,EUR,34000.0,36410.0,0.93,32.4,0.91,16.0,11.7,27.0
Poland,29,11,6,4.0,PLN,145000.0,34693.0,4.3,30.2,0.881,15.9,13.2,35.0
Germany,39,24,7,14.0,EUR,110000.0,117798.0,0.93,31.7,0.95,17.3,14.3,7.0
Sweden,29,9,6,1.0,SEK,510340.0,47023.0,11.0,29.3,0.952,19.0,12.7,5.0
Sweden,29,14,5,10.0,SEK,750000.0,69106.0,11.0,29.3,0.952,19.0,12.7,5.0
Sweden,39,14,5,10.0,SEK,700000.0,64499.0,11.0,29.3,0.952,19.0,12.7,5.0
United Kingdom,49,31,5,23.0,GBP,180000.0,223449.0,0.81,35.1,0.94,17.6,13.4,17.0
Australia,29,18,5,12.0,AUD,180000.0,118987.0,1.55,34.3,0.946,21.1,12.7,5.0
India,29,7,6,1.0,INR,180000.0,2181.0,83.0,35.7,0.644,12.6,6.6,135.0
Thailand,39,21,6,20.0,THB,4000000.0,115028.0,35.5,35.0,0.803,15.6,8.8,69.0
France,29,13,5,7.0,EUR,28800.0,30842.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,49,26,7,25.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Slovenia,21,3,3,1.0,EUR,40000.0,42836.0,0.93,24.4,0.926,17.4,12.9,24.0
Germany,21,6,3,3.0,EUR,19000.0,20347.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,39,19,5,16.0,GBP,155000.0,192414.0,0.81,35.1,0.94,17.6,13.4,17.0
Brazil,39,15,5,15.0,BRL,130000.0,26374.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,39,21,6,15.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Malta,29,11,5,5.0,EUR,81000.0,86743.0,0.93,31.0,0.915,15.9,12.2,25.0
Spain,39,23,6,17.0,EUR,115000.0,123153.0,0.93,34.3,0.911,17.8,10.6,28.0
Italy,21,3,3,1.0,EUR,36000.0,38552.0,0.93,35.2,0.906,16.7,10.7,30.0
Bangladesh,29,10,5,10.0,BDT,780000.0,7252.0,109.5,32.4,0.67,11.9,7.4,130.0
Sweden,29,12,6,1.0,SEK,670000.0,61735.0,11.0,29.3,0.952,19.0,12.7,5.0
Switzerland,29,6,6,1.0,CHF,150000.0,165324.0,0.9,33.1,0.967,16.6,13.9,1.0
United States,49,33,5,30.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,9,6,3.0,EUR,139000.0,148854.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,49,25,3,28.0,USD,119000.0,119000.0,1.0,41.5,0.927,16.4,13.6,21.0
Pakistan,29,9,5,4.0,PKR,7200000.0,25206.0,287.5,29.6,0.54,7.9,4.4,165.0
Greece,29,13,6,5.0,EUR,120000.0,128507.0,0.93,33.1,0.893,20.0,11.4,33.0
Australia,49,36,5,28.0,AUD,180000.0,118987.0,1.55,34.3,0.946,21.1,12.7,5.0
Finland,39,26,5,12.0,EUR,61932.0,66323.0,0.93,27.7,0.942,19.2,12.9,11.0
Germany,59,36,7,30.0,EUR,140000.0,149925.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,39,29,2,18.0,GBP,50000.0,62069.0,0.81,35.1,0.94,17.6,13.4,17.0
India,29,11,0,7.0,INR,1600000.0,19387.0,83.0,35.7,0.644,12.6,6.6,135.0
United Kingdom,39,11,3,18.0,GBP,71600.0,88883.0,0.81,35.1,0.94,17.6,13.4,17.0
India,29,8,5,3.0,INR,800000.0,9694.0,83.0,35.7,0.644,12.6,6.6,135.0
Italy,39,25,6,14.0,EUR,50000.0,53545.0,0.93,35.2,0.906,16.7,10.7,30.0
Italy,29,13,2,9.0,EUR,35000.0,37481.0,0.93,35.2,0.906,16.7,10.7,30.0
France,39,21,7,15.0,EUR,77500.0,82994.0,0.93,32.4,0.91,16.0,11.7,27.0
South Africa,39,21,3,1.0,ZAR,84000.0,4357.0,19.2,63.0,0.717,14.3,11.6,105.0
India,29,10,5,9.0,INR,2400000.0,29081.0,83.0,35.7,0.644,12.6,6.6,135.0
France,29,9,6,6.0,EUR,42000.0,44978.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,39,3,3,1.0,USD,105000.0,105000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,21,5,5,1.0,INR,810000.0,9815.0,83.0,35.7,0.644,12.6,6.6,135.0
Australia,39,17,5,16.0,AUD,120000.0,79325.0,1.55,34.3,0.946,21.1,12.7,5.0
Australia,29,8,5,7.0,AUD,70000.0,46273.0,1.55,34.3,0.946,21.1,12.7,5.0
India,21,4,5,3.0,INR,1000000.0,12117.0,83.0,35.7,0.644,12.6,6.6,135.0
Switzerland,39,31,7,23.0,CHF,110000.0,121238.0,0.9,33.1,0.967,16.6,13.9,1.0
Romania,29,14,6,7.0,RON,330000.0,71206.0,4.6,34.8,0.827,14.5,11.4,52.0
Russian Federation,49,32,6,25.0,RUB,9000000.0,111381.0,96.5,36.0,0.821,15.7,12.4,55.0
United Kingdom,59,43,5,35.0,GBP,135000.0,167587.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,18,6,10.0,USD,130000.0,130000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,21,5,10.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
India,21,8,5,3.0,INR,325000.0,3938.0,83.0,35.7,0.644,12.6,6.6,135.0
Indonesia,21,6,4,2.0,IDR,120000000.0,8080.0,15350.0,37.9,0.713,14.0,8.6,113.0
India,39,15,5,14.0,INR,5400000.0,65431.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,49,36,3,32.0,USD,221000.0,221000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,15,5,8.0,INR,280000.0,3393.0,83.0,35.7,0.644,12.6,6.6,135.0
United Kingdom,29,16,5,10.0,GBP,29000.0,36000.0,0.81,35.1,0.94,17.6,13.4,17.0
Sweden,29,6,1,5.0,EUR,100000.0,107090.0,0.93,29.3,0.952,19.0,12.7,5.0
India,29,9,5,5.0,INR,1000000.0,12117.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,29,15,6,4.0,EUR,55000.0,58899.0,0.93,31.7,0.95,17.3,14.3,7.0
Croatia,21,5,3,1.0,EUR,24000.0,25701.0,0.93,28.9,0.878,15.6,12.3,37.0
Romania,29,14,3,9.0,RON,700000.0,151042.0,4.6,34.8,0.827,14.5,11.4,52.0
United Kingdom,29,11,5,6.0,GBP,69000.0,85655.0,0.81,35.1,0.94,17.6,13.4,17.0
Spain,49,16,2,15.0,EUR,80000.0,85672.0,0.93,34.3,0.911,17.8,10.6,28.0
Poland,29,5,6,1.0,PLN,96000.0,22969.0,4.3,30.2,0.881,15.9,13.2,35.0
Denmark,29,6,6,2.0,DKK,480000.0,69017.0,6.92,27.7,0.952,18.8,13.0,8.0
Canada,39,18,4,15.0,CAD,300000.0,223054.0,1.36,33.3,0.935,16.0,13.9,16.0
Poland,49,32,6,25.0,PLN,316000.0,75607.0,4.3,30.2,0.881,15.9,13.2,35.0
United States,49,31,5,25.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,21,16,6,3.0,EUR,45000.0,48190.0,0.93,32.4,0.91,16.0,11.7,27.0
Sweden,29,5,3,1.0,SEK,45000.0,4146.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,29,8,5,3.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,10,5,12.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,12,5,7.0,EUR,4000.0,4284.0,0.93,31.7,0.95,17.3,14.3,7.0
Lithuania,29,12,5,10.0,EUR,50000.0,53545.0,0.93,35.3,0.879,16.4,13.5,36.0
Georgia,29,9,6,2.0,USD,36000.0,36000.0,1.0,34.5,0.814,16.7,12.7,59.0
Rwanda,29,5,5,3.0,RWF,4500.0,4.0,1180.0,43.7,0.548,11.4,4.9,163.0
Italy,29,11,2,6.0,EUR,12000.0,12851.0,0.93,35.2,0.906,16.7,10.7,30.0
Germany,39,21,6,23.0,EUR,90000.0,96381.0,0.93,31.7,0.95,17.3,14.3,7.0
Brazil,39,19,6,15.0,BRL,25000.0,5072.0,5.01,48.9,0.76,15.6,8.3,84.0
Austria,29,16,0,10.0,EUR,50540.0,54123.0,0.93,30.2,0.926,16.4,12.3,22.0
Bulgaria,29,8,6,15.0,BGN,105000.0,57479.0,1.82,40.3,0.799,13.9,11.4,70.0
United Kingdom,39,18,5,19.0,GBP,70000.0,86897.0,0.81,35.1,0.94,17.6,13.4,17.0
Hungary,29,13,6,6.0,HUF,18000000.0,52207.0,358.0,30.0,0.851,15.1,12.2,46.0
Netherlands,29,16,5,22.0,EUR,46000.0,49261.0,0.93,29.2,0.946,18.6,12.6,11.0
Colombia,29,6,7,6.0,COP,39000000.0,8980.0,4030.0,54.2,0.758,14.4,8.9,89.0
India,21,5,5,3.0,INR,500000.0,6058.0,83.0,35.7,0.644,12.6,6.6,135.0
Russian Federation,39,31,3,25.0,RUB,600000.0,7425.0,96.5,36.0,0.821,15.7,12.4,55.0
Netherlands,39,9,6,15.0,EUR,75000.0,80317.0,0.93,29.2,0.946,18.6,12.6,11.0
Sweden,39,30,4,20.0,SEK,550000.0,50678.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,21,7,5,2.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
Estonia,39,33,2,23.0,EUR,110000.0,117798.0,0.93,30.8,0.899,15.9,13.5,32.0
United States,59,38,5,33.0,USD,220000.0,220000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,39,14,3,10.0,GBP,90000.0,111724.0,0.81,35.1,0.94,17.6,13.4,17.0
Hungary,29,9,5,8.0,HUF,10680000.0,30976.0,358.0,30.0,0.851,15.1,12.2,46.0
Hungary,39,11,2,15.0,HUF,17779464.0,51568.0,358.0,30.0,0.851,15.1,12.2,46.0
Denmark,29,9,6,6.0,DKK,720000.0,103525.0,6.92,27.7,0.952,18.8,13.0,8.0
Brazil,29,7,3,10.0,BRL,131690.0,26717.0,5.01,48.9,0.76,15.6,8.3,84.0
Austria,29,11,6,4.0,EUR,42000.0,44978.0,0.93,30.2,0.926,16.4,12.3,22.0
United States,29,16,5,11.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,59,36,5,33.0,EUR,130000.0,139216.0,0.93,31.7,0.95,17.3,14.3,7.0
Brazil,49,40,2,32.0,BRL,180000.0,36518.0,5.01,48.9,0.76,15.6,8.3,84.0
Italy,39,27,2,24.0,EUR,60000.0,64254.0,0.93,35.2,0.906,16.7,10.7,30.0
